job_id,published_on,updated_on,role,company,slug,link,description,tags
80862,2017-11-20T10:09:30,2017-11-20T09:49:26,Frontend Software Engineering- all levels,99chairs,frontend-software-engineering-levels-99chairs,http://berlinstartupjobs.com/engineering/frontend-software-engineering-levels-99chairs/,"Are you looking for the next step in your career?
Then join our team of talented entrepreneurs right in the heart of the startup capital Berlin!
We believe in bringing happiness to people through interior designs that turn their homes and offices into places they love.
In our pursuit to innovate living, we deliver exceptional & affordable interior design solutions. Whether our clients are looking for design inspiration or want us to bring the ideas to life ourselves, we strive to make their experience as convenient & inspirational as humanly possible – and, by the way, that’s only where we start!
We pride ourselves in the service we deliver. And, we value the people that turn our mission into a reality. Our dream is to create a work environment that connects great talent, gives them the freedom to do great stuff and continuously supports opportunities for learning and growth. At 99chairs, colleagues turn into friends and goals are accomplished as a team.
The role

Work closely with product managers, designers & other engineering team members to roll out new features and improve existing ones
Implement great client side UI, with focus on clean and modular code
Mentoring other team members and interns
Testing of the front-end code using Javascript tests
Keeping our application and libraries updated and using best engineering practices

Your skills & experience

You’re an expert with JavaScript, with focus on good code quality and principles
You know how to scale web platforms, including optimizations and browser or device specific adjustments
Experience with JS frameworks such as React
Comfortable with Git, Unix and dealing with REST-APIs
Our tech stack includes: Ruby on Rails, React, Node.js etc. Experience in these technologies (although not mandatory) is highly desirable.
Focused on building responsive interfaces
Always up-to-date with latest trends, tools and technologies in the front-end world
Experience with front-end testing using Jasmine, Karma etc.
Familiar with SEO principles
Hands-on experience working with backend tools and technologies such as Node.js or Ruby on Rails is a plus

More reasons to work at 99chairs

A flat work environment with innovative decision making processes. We don’t just say this, but do our very best to make sure that everyone’s voice is being heard.
Flexible work hours and environment. As long as you get things done and are aligned with your team, you have complete autonomy over your work-life.
A kitchen fully stocked with healthy snacks & drinks as well as weekly team lunches.
A BVG ticket to brighten up your commute
The possibility to furnish your home with our amazing discount rates.

Are you the right fit?
We are looking for people that are smart entrepreneurs at heart, who love responsibility and bring projects and ideas forward – every single day. We love constant learners, team players, and people who agree that strong teams are built based on honesty!
Interested?
Then submit your application including cover letter, CV, grades and references by clicking on the button below. We can’t wait to get to know you!
*99chairs is an equal opportunity employer. Applicants are considered without regards to race, color, religion, national origin, age, sex, marital status, ancestry, physical or mental disability, veteran status, gender identity, or sexual orientation.
","[20, 28, 40, 3784, 4659]"
80850,2017-11-20T09:51:34,2017-11-20T09:39:55,Sr. Backend Engineer (Ruby) (m/f),ZenMate,sr-backend-engineer-ruby-mf-zenmate,http://berlinstartupjobs.com/engineering/sr-backend-engineer-ruby-mf-zenmate/,"ZenGuard (the company behind ZenMate) is a Berlin-based startup dedicated to Internet Security. At ZenGuard, we’re striving to make the web a free and secure place with our awesome, vision driven products and highly skilled team. We provide a dynamic work environment that will allow you to develop and learn new things every day. ZenMate is a platform and device agnostic internet security solution that acts in a similar way to a VPN connection. It is now available for Google Chrome, Firefox, Opera, OSX, Windows, iOS and Android, with other products planned for the future. It is trusted by over 35 million users worldwide, and won the “Europas Award” for Best Security/Privacy Startup of 2014.
Sr. Backend Engineer (Ruby) (m/f)
Your Tasks:

You will work on existing products as well as upcoming new products which are used by millions
Develop and ideate innovative solutions based on product requirements and business challenges
You will contribute to the product development and serve as an internal resource for technical software applications
Architecting and implementation pragmatic and scalable solutions
Maintaining and scaling our API and its connected services (RVS, user dashboard, voucher service etc.)
Architecting, developing and maintaining core components split off from the API as separate more isolated services
Scaling our internal services (messaging infrastructure, API, other services etc.) to a point where supporting just a few different endpoints needs changed in order to support a larger magnitude of different scenarios
Documentation, writing tests and reliable code are a strong focus
Coaching and mentoring more junior colleagues when needed
Supporting the other departments with your knowledge for technical questions to our product

Your Profile:

5+ years of experience in a similar position as a Backend Engineer or Fullstack Developer with a focus on Backend
You have a brilliant knowledge of software architecture and best practices in software engineering
Strong interest or experience in architecting service based API components
Sizable experience concerning testing frameworks, writing testable code and knowledge about best practises/coding patterns
Expertise as Ruby developer and you stay up to date with the current Ruby ecosystem (Ruby versions, Gems, Capistrano, etc.), as well as Ruby on Rails
Strong knowledge in JavaScript is a plus
You’re great at documenting your work and having it peer-reviewed
You know how to work with Databases and ORMs (Postgres, Redis, ActiveRecord) and know how to utilize caching strategies
Nice to have: Knowledge / Proficiency in another Language (Python, etc.)
You have built REST APIs before and know how to implement secure authentication (e.g. tokens, etc.) according to best practices
You are able to issue deployments, debug using curl, etc.
Interest in modern deployment tools and strategies (e.g. Docker, Kubernetes, etc.)
You know how to build highly scalable, robust, and fault-tolerant services that support our unique growth requirements. You stay up-to-date with the latest architectural trends
Fluent English

","[20, 98, 282, 625, 1810, 2116, 2698, 4897, 6512, 20400, 21513]"
80830,2017-11-20T09:42:28,2017-11-20T09:38:19,Developer (f/m) for Machine Learning,OakLabs,developer-fm-machine-learning-oaklabs,http://berlinstartupjobs.com/engineering/developer-fm-machine-learning-oaklabs/,"Discover your future in the interface between IT and life sciences.
We use techniques from physics and computer sciences to address unsolved challenges in life sciences.
OakLabs is a fast growing startup located just 30 min from Berlin city centre. We are looking for a highly motivated Developer (f/m) for Machine Learning in full time.
Your Job at OakLabs
You will become a part of our international and versatile development team with physicists, chemists, biologists and designers to work on several customer projects in the areas of machine learning and pattern recognition.
Your Skills and Expertise

A degree in physics, mathematics, computer sciences or statistics
Experience in machine learning, pattern recognition or data mining
Programming skills in at least one of the following languages: C++, C, Python, Java
Knowledge of object orientation is a plus
Fluent in English and/or German

What we Offer

Lots of room for your own ideas
A flat hierarchy and fast decision-making processes
A great team which looks forward to working with you
An interesting field of work
A fair salary
Flexible working hours

Furthermore, we will provide you with a highly ergonomic working environment and fresh fruits.
How to Apply
Please send your application by email including your possible starting date,
salary expectations and any work samples you want to share with us.
","[65, 377, 893, 1599, 3585]"
80851,2017-11-20T09:41:39,2017-11-20T09:41:39,Backend Software Engineering &#8211; all levels,99chairs,backend-software-engineering-levels-99chairs,http://berlinstartupjobs.com/engineering/backend-software-engineering-levels-99chairs/,"Are you looking for the next step in your career?
Then join our team of talented entrepreneurs right in the heart of the startup capital Berlin!
We believe in bringing happiness to people through interior designs that turn their homes and offices into places they love.
In our pursuit to innovate living, we deliver exceptional & affordable interior design solutions. Whether our clients are looking for design inspiration or want us to bring the ideas to life ourselves, we strive to make their experience as convenient & inspirational as humanly possible – and, by the way, that’s only where we start!
We pride ourselves in the service we deliver. And, we value the people that turn our mission into a reality. Our dream is to create a work environment that connects great talent, gives them the freedom to do great stuff and continuously supports opportunities for learning and growth. At 99chairs, colleagues turn into friends and goals are accomplished as a team.
The role

Help 99chairs build a robust and scalable backend API that enables our front-end applications (website and mobile).
Planning and development of back-end system with strong emphasis on code quality and structure.
Responsible for designing and architecturing the back-end application.
Dive into hard problems and successfully deliver great results on schedule
Work closely with product managers, designers & other engineering team members to roll out new features and improve existing ones.
Integration with 3rd Party APIs and systems.

Your skills & experience

Professional hands-on experience in software development specially back-end development.
Ability to write clean and modular code with emphasis on code quality.
Good experience writing automated unit and integration test cases.
Experience building and deploying complex web platforms and APIs.
Knowledge about the various software engineering practices,concepts and tools used in professional software development like code reviews, version control, build processes, continuous integration, test automation etc.
Our tech stack includes: Ruby, Ruby on Rails, ElasticSearch, Redis, Docker amongst other. Experience in these technologies (although not mandatory) is highly desirable.
Experience working in any Object Oriented language that’s used for web application development.
Ability to take ownership for your work and work independently.
Strong analytical and problem solving skills.

More reasons to work at 99chairs

A flat work environment with innovative decision making processes. We don’t just say this, but do our very best to make sure that everyone’s voice is being heard.
Flexible work hours and environment. As long as you get things done and are aligned with your team, you have complete autonomy over your work-life.
A kitchen fully stocked with healthy snacks & drinks as well as weekly team lunches.
A BVG ticket to brighten up your commute
The possibility to furnish your home with our amazing discount rates.

Are you the right fit?
We are looking for people that are smart entrepreneurs at heart, who love responsibility and bring projects and ideas forward – every single day. We love constant learners, team players, and people who agree that strong teams are built based on honesty!
Interested?
Then submit your application including cover letter, CV, grades and references by clicking on the button below. We can’t wait to get to know you!
*99chairs is an equal opportunity employer. Applicants are considered without regards to race, color, religion, national origin, age, sex, marital status, ancestry, physical or mental disability, veteran status, gender identity, or sexual orientation.
","[20, 1806, 1998, 21514]"
80479,2017-11-17T09:35:21,2017-11-17T07:44:35,Mobile SDK Developer &#8211; Android &#038; iOS,Webtrekk GmbH,mobile-sdk-developer-android-ios-webtrekk-gmbh,http://berlinstartupjobs.com/engineering/mobile-sdk-developer-android-ios-webtrekk-gmbh/,"Your Responsibilities:
In this position you will strengthen our agile development team and will be responsible for the development of features and functionalities across all phases of the product lifecycle. You will participate in the implementation of highly complex software projects and be in charge of the development of our SDK for both Android and iOS (watchOS, tvOS).

Conception, development and integration of our SDK’s
Test driven development with Java (Kotlin in the future) & Swift
Market monitoring and analysis of diverse mobile platforms
Maintain our Open Source codebase on Github
Establishing technical concepts and innovative solutions
Ensuring compliance with coding standards through regular code reviews and pair programming
Close collaboration with Product Owner & Customers (other developers) in a Kanban environment

The assets you bring to the team: 

+2 years of relevant experience in software development with Java & Swift (Objective-C is a plus)
Good understanding of Android and iOS app development with a focus on the implementation of SDK’s / libraries
Knowledge of Cocoapods & Bintray and their distribution process
An understanding of modern web technologies
Experience in developing with Gradle
Experience with a version control system like Git
Expertise in test automation (e.g. Espresso, Jenkins)
Ability to learn quickly, outstanding analytical skills, creativity
Team spirit and enjoyment with agile procedures, experience with Scrum and/or Kanban
Very good level of English, German is a plus

We offer you:
At Webtrekk we have an inspiring company culture and some very exciting technologies for you to work on. We’re passionate about what we do, love data and are always learning new things.

Our culture embraces integrity, teamwork and innovation. Our work environment inspires your best work.
An international team with a professional background, awesome co-workers as well as respect & support.
Work with cutting-edge technologies (Big Data, Real-Time Advertising, Cloud Services, Retargeting, Server2Server communication, etc.) and free choice of development environment and operating system.
Individual training offers, subsidisation of Berlin company ticket and many team events and lots of goodies.

Who we are:
Webtrekk is a customer intelligence platform that allows you to connect, analyze and activate your user and marketing data across all devices. We help clients to take advantage of their data and be successful with data-driven and privacy compliant marketing. Our integrated solutions enable precise targeting and personalized campaigns. This ensures an optimized customer experience and maximizes the return on marketing. Founded in 2004, Webtrekk is driving innovation in high-end Digital Analytics and and today has more than 150 employees in 5 locations around the world to set new benchmarks in Digital Marketing.
Interested?
We look forward to receiving your complete online application including your salary expectations, in addition to your earliest possible starting date. If available, please provide a link to any additional online resources like a GitHub and/or Stack Overflow profile.
","[46, 58, 93, 927, 4510]"
80472,2017-11-17T09:12:16,2017-11-17T07:43:52,SENIOR FRONT-END DEVELOPER (BERLIN),Titel Media (Highsnobiety),senior-front-end-developer-berlin-titel-media-highsnobiety,http://berlinstartupjobs.com/engineering/senior-front-end-developer-berlin-titel-media-highsnobiety/,"We are looking for a talented Senior Front-end Developer to implement great user experiences with our product team in Berlin.
Responsibilities

Define and develop the future Front-end architecture of Highsnobiety
Development, maintenance, refactoring, troubleshooting and defining architecture

Skills

Minimum 5 years experience in Front-end development
Deep understanding of modern Front-end technologies
JavaScript: at least 2 years of experience with React.js, Redux, Backbone.js or similar frameworks and libraries
CSS: expert at scaling and maintaining CSS code
Unit and integration testing
Proficient with Git and its workflows
Unix knowledge (confident using the terminal)
Typescript, Docker, isomorphic and Progressive Web App
Fluent in English or German

","[27, 28, 51, 56, 133, 3784, 4273, 14115]"
80433,2017-11-17T09:06:27,2017-11-17T07:34:39,"Software Engineer, Front-End (Vue.js)",KREATIZE GmbH,software-engineer-front-end-vue-js-kreatize-gmbh,http://berlinstartupjobs.com/engineering/software-engineer-front-end-vue-js-kreatize-gmbh/,"KREATIZE turns manufacturing companies into digital champions. We revolutionize the current sales-process by making it easier, fast and more cost-efficient to order and manufacture custom parts that are built in cars, airplanes, trains and numerous other physical goods. Our software-as-a-service is based on automation and matching algorithms that ensure an easy purchasing process anywhere on the globe. We aim to be the leading digital platform for manufactured custom parts in the future. We are backed by outstanding VC investors, have deep roots in the German Mittelstand and just moved to a new office in the heart of Berlin.
We are looking for a highly-motivated and talented individual to join our international team as a “Software Engineer, Front-End (Vue.js)”. You will be an integral part of the Product & Engineering Team. Together with our engineers, and product managers, you will be responsible for expend KREATIZE open API functionalities. At KREATIZE, we love to build components and libraries to reuse across different areas of the application, and use modern tools like Hapi.js and Bookshelf.js to deliver the best experiences to our users or nothing.
Your​ ​role

Implement the features and user interfaces of KREATIZE products;
Architect efficient and reusable front-end systems that drive complex web applications;
Collaborate with Product Designers, Product Managers, and Software Engineers to deliver compelling user-facing products;
Identify and resolve performance and scalability issues;
Be the final voice upon UI decisions.

Minimum​ ​qualifications

Experience with JavaScript and ES2015/ES2016 features, including concepts like asynchronous programming and functional programming;
Experience with a modern JavaScript framework, Vue.js is bonus;
Experience with CSS pre-processing platforms, such as LESS and SASS;
Understanding of testing, monitoring, continuous integration all a bonus;
Ability to pick up new software, frameworks and APIs quickly;
Experience with HTML/CSS, including concepts like layout, specificity, cross browser compatibility, and accessibility;
BS/MS in Computer Science (or related field) or a 2+ years of front end experience in IT industry.

Preferred​ ​qualifications
– 5+ years experience with JavaScript;
– 5+ years experience with a modern JavaScript framework;
– 3+ years experience with browser APIs and optimizing front end performance
– 3+ years experience with testing, monitoring, continuous integration;
To apply, send your application as a PDF document to jobs@kreatize.de. Please include your CV and don’t forget to mention a potential starting date and your salary expectations.
","[28, 3829, 21509]"
80434,2017-11-17T09:00:11,2017-11-17T07:42:26,Data Engineer (m/f) Python/SQL,7NXT Health GmbH,data-engineer-mf-pythonsql-7nxt-health-gmbh,http://berlinstartupjobs.com/engineering/data-engineer-mf-pythonsql-7nxt-health-gmbh/,"ProSiebenSat.1 Group is one of Europe’s leading media companies. Our stations SAT.1, ProSieben, kabel eins, sixx, SAT.1 Gold, ProSieben MAXX and kabel eins Doku captivate millions of viewers every day. But extraordinary TV entertainment is just one part of our concept for success. Today, our growth is based on four segments: German-speaking TV business, our digital units with a large entertainment and e-commerce portfolio, and our international program production and sales house. We have consistently diversified our company in recent years and created additional sources of revenue. This also reflects our vision: We are establishing ProSiebenSat.1 as a leading broadcasting, digital entertainment, and commerce powerhouse. We can only fascinate others if we are fascinated ourselves – which is why our own “fascinating people” are our most important asset. Exceptional people with extraordinary talents are working within ProSiebenSat.1. We aim to achieve outstanding performances in all areas of our company. And because we’re always moving forward in the search for new challenges, we’re looking for new members to add to our team!

What you can expect in this role

Design and implementation of APIs and systems to facilitate a performant data usage
Design and implementation of high-quality data integration components for optimal support of data-driven software applications and data science projects
Analysis and processing of structured and unstructured data sources
Continuous safeguarding of data quality and development of strategies for quality improvement
Development of end-to-end, scalable software and applications with Python
Management of the system landscape in collaboration with the team members
Positioning as a lead developer in the team including technical supervision and giving guidance to other team members

Your essential experience and education

An agile mindset linked with strong team and problem solving skills
A successfully completed degree with focus on IT or a similar qualification is a plus
Several years of professional experience developing software components, ideally for high-performance systems
Expert knowledge in analytical SQL and basic knowledge of AWS
Advanced core Python skills
Expert knowledge of Tableau software
Extensive knowledge in relational and NoSQL databases (e.g. PostgreSQL, Elasticsearch etc.)
Proven track of records in dealing with data ingestion/ ETL processes design and technologies (e.g. Python)
Ability to quickly comprehend complex business requirements, extract the relevant information and communicate with business stakeholders

If we have aroused your interest, then send off your detailed application to us today.
","[21, 65, 1987, 21510]"
80432,2017-11-17T08:59:25,2017-11-17T07:34:12,Geometry Software Engineer &#8211; Python/C++,KREATIZE GmbH,geometry-software-engineer-pythonc-kreatize-gmbh,http://berlinstartupjobs.com/engineering/geometry-software-engineer-pythonc-kreatize-gmbh/,"KREATIZE turns manufacturing companies into digital champions. We revolutionize the current sales-process by making it easier, fast and more cost-efficient to order and manufacture custom parts that are built in cars, airplanes, trains and numerous other physical goods. Our software-as-a-service is based on automation and matching algorithms that ensure an easy purchasing process anywhere on the globe.
We aim to be the leading digital platform for manufactured custom parts in the future. We are backed by outstanding VC investors, have deep roots in the German Mittelstand and just moved to a new office in the heart of Berlin. We are looking for a highly-motivated and talented individual to join our international team as a “Geometry Software Engineer – Python/C++”.
In this role, you will work alongside an experienced team and play a major role in shaping the organisation. This role offers significant potential for personal growth.
Your​ ​role

Be part of the development of an innovative platform from an early stage.
Work on geometry algorithm conception and implementation.
Implement testing and monitoring for our geometry codebase.
Question our approach and work on improvements with us.
Add new skills and constantly move forward.

Your​ ​profile

A degree in Computer Science or relevant experience.
Background in at least 2 of: geometry algorithm implementation, applied math, physics, computer graphics.
Proficiency in Python and/or C++.
Experience with Relational Database: MySQL, Postgres and/or Oracle.
Experience with *nix system and continuous deployment.
Knowledge of RESTful Web Service APIs.
Knowledge of Git.
Fluent in english (written and spoken).

To apply, send your application as a PDF document to jobs@kreatize.de. Please include your CV and don’t forget to mention a potential starting date and your salary expectations.
","[21507, 21508]"
80104,2017-11-17T08:53:21,2017-11-17T07:55:30,SENIOR BACK-END DEVELOPER (BERLIN),Titel Media (Highsnobiety),senior-back-end-developer-berlin-titel-media-highsnobiety,http://berlinstartupjobs.com/engineering/senior-back-end-developer-berlin-titel-media-highsnobiety/,"Responsibilities:

Bring a new dimension to our shopping content by building a data layer of retailer product information
Shape our new microservices architecture and future back-end road-map
Mentor and train other back-end developers

Skills:

Deep knowledge of object-oriented programming patterns
Highly experienced with Ruby, relational databases (e.g. PostgreSQL) and NoSQL databases (e.g. Redis, ElasticSearch)
Experience with building and running large-scale applications using a microservices architecture
Understanding of Test-Driven Development
Experience in these are a plus: JRuby, Python, NodeJS, Elixir, Kafka, ETL, Google Cloud Project, Kubernetes/Docker and DevOps
At least 4 – 5 years experience as a back-end developer
Fluent in English or German

","[60, 72, 98]"
