job_id,published_on,updated_on,role,company,slug,link,description,tags
76699,2017-11-07T09:42:34,2017-11-07T09:04:26,Senior/ Lead JavaScript Developer (m/f),innogy Innovation Hub,senior-lead-javascript-developer-mf-innogy-innovation-hub,http://berlinstartupjobs.com/engineering/senior-lead-javascript-developer-mf-innogy-innovation-hub/,"We are developing an easy-to-use and affordable cloud-based building automation software for small and medium-sized offices, helping to collect and manage building devices in real time. We believe that efficient buildings are key to reducing the climate change and we’re looking for early team members passionate about this mission.
As a Senior/ Lead JavaScript Developer (m/f), you will be able to set up our engineering management practices and our development processes. You’ll have the opportunity to define strategic technology choices and ensure consistent delivery of value to our customers.
Your Tasks

Drive our product development as a hands-on engineering Lead with extensive startup experience
Ensure that design, configuration and development of the software meet our business specifications
Reach the best results in performance, scalability and maintenance
Work closely with the founder to establish technical requirements and turn a clear technical visions into reality
Make sure the product solves our customers problems and set high-quality standards
Bring innovative approaches and best market practices to solve technical issues
Act as a technical mentor who provides feedback and guidance regarding the product development
Participate in the recruitment of new engineers
Realize your ideas and shape your own way of working

Your Profile

You’re an IoT / building automation enthusiast
You are able to take over responsibility and make others follow you
You are a natural leader with the ability to grow to a CTO role over time
You have a Hacker DNA – cause awesome stuff is often built after hours
You have deep JavaScript knowledge and have worked with Node.js
You are an expert in web technologies and APIs (HTTP2, TCP/IP, CSS/HTML, Browser JS APIs)
You are knowledgeable in modern web tools (NPM/Yarn, Babel etc.) and web frameworks (React, Angular etc.)
You like to build for scale – lean but ready for demand growth
You’re a fan of open source philosophy, with data-driven development approach

Our Offer 

Competitive pay, stock options and the chance to work on a product that’s transforming the way the buildings are used and managed

","[28, 891, 1525, 1599, 2372, 2560, 4138, 20481]"
76730,2017-11-07T09:30:46,2017-11-07T09:00:18,Data Engineer (m/w) for Business Intelligence Team,Contorion GmbH,data-engineer-mw-business-intelligence-team-contorion-gmbh,http://berlinstartupjobs.com/engineering/data-engineer-mw-business-intelligence-team-contorion-gmbh/,"About us
Contorion is an innovative and fast-growing online shop for professional industrial and trade supply. Thanks to an intelligent and technology-driven business model, Contorion is aiming to offer a wide range of products with high quality of service at fair prices. For making the vision of revolutionising the supply for small and medium-sized businesses reality, we’re looking for dynamic and motivated people who want to become part of our team!
Your Tasks

Help expand the reach, improve the performance and maintain the accuracy of our existing data warehouse and reporting platform
Implement ETL processes including the integration of new data sources, processing of analytical cubes and the reporting layer of the data warehouse
Help the BI team promote a data driven culture on a broad range of topics (Marketing, Logistics, Customer Service/Relationship, Web analytics, etc.)
Active voice in assessing the best way forward to provide a great BI service to the company

Your Profile

You have professional experience in the BI/Analytics field
You are excited about solving difficult problems in the most efficient and robust way possible
You have strong knowledge of object oriented programming
You are comfortable with UNIX environments
You are eager to learn but also share your knowledge
You are fluent in English
You are a team player that likes a diverse working atmosphere
You are skilled in SQL (PostgreSQL/MySQL) and data manipulation in general (optional)

Your Chance

You will be a part of a small, high performance BI team with an extremely influential output for the company’s success
Laid back working environment
Cutting edge technology, allowing you to work with state-of-the-art tools and software solutions
Competitive compensation and plenty of room for personal growth
You will be working in a modern office in the heart of Berlin (Checkpoint Charlie)

","[274, 612, 1987, 2402, 3334]"
76726,2017-11-07T08:59:16,2017-11-07T08:59:16,Senior Php Developer (m/f),Pepper.com,senior-php-developer-mf-pepper-com,http://berlinstartupjobs.com/engineering/senior-php-developer-mf-pepper-com/,"We are looking for a skilled and experienced engineer who will join our development team in a senior role in Berlin. The ideal candidates will be flexible, enthusiastic, and innovative with a very strong background in web development with at least 3 years of relevant experience.
What we need:

Write awesome code
Implement and tweak awesome features
Stay on top of the latest advancements in PHP/HTML5/CSS3/Javascript

What you offer:

At least 3-5 years of experience as a PHP developer
Knowledge of PHP, HTML5
Knowledge of relational databases (MySQL, postgresql)
Experience with PHP frameworks (Laravel, Yii, FuelPHP, Symfony 2, Zend 2)
Knowledge of OO programming and design patterns
Experience with unit testing and integration tests
Self-motivation and a passion for learning new technologies
Experience with SCM (git or svn)

Bonus points for knowing/using any of the following:

MongoDB, CouchDB, Redis, or memcache
TDD (PHPUnit) or BDD (Behat or Codeception)
AngularJS / Node / SASS / LESS
Composer / Packagist (double bonus points for having a package on packagist)
Continuous integration (with Jenkins, TravisCI, etc..)

Some perks of working for Pepper.com are:

Any tech equipment/gadgets you want
Flexible working hours and possibility to work remotely
Awesome team of passionate developers to work with
Great office on Torstr. (close to Rosenthaler Platz) in the heart of the startup scene in Berlin
Monthly “Hack” days for learning new technologies and skills
We also offer a very competitive compensation package, as well as relocation assistance (if required)

Are you the person we are looking for?We’re looking forward to receiving your application including a compelling motivation letter and a clearly arranged CV.
","[25, 1879, 2330]"
76713,2017-11-07T08:59:03,2017-11-07T08:59:03,Frontend Developer (m/f),Pepper Media Holding GmbH,frontend-developer-mf-pepper-media-holding-gmbh-2,http://berlinstartupjobs.com/engineering/frontend-developer-mf-pepper-media-holding-gmbh-2/,"We are looking for a skilled and experienced Frontend Developer (m/f) who will
join our development team in Berlin and who will help us to build a complex responsive web application which is used across all our major deal platforms powered by the Pepper infrastructure. The ideal candidates will be flexible, enthusiastic, and innovative with a very strong background in web development with at least 3 years of relevant experience.
What we need:

Plan web components together with designers and backend engineers
Implement reusable and solid responsive frontend components
Identify and fix performance and maintenance problems
Ongoing improvement of our frontend infrastructure
Stay up to date with new frontend technologies and best-practices and share them with the team

What you offer:

At least 3 years working experience as a full frontend developer.
Proponent of progressive enhancement and web standards
Strong sense for code reuse and maintainability
Extensive cross browser CSS and JavaScript knowledge.
Experience with responsive layouts and CSS preprocessors (we use Sass)
Experience with JavaScript libraries/frameworks (we use jQuery and vue.js).
Experience with module loaders (we use RequireJS).
Ability to write/architect good HTML templates (we use Twig).
Good English language skills

Bonus points for knowing/using any of the following:

Experience with CSS methodologies (we use BEM)
Experience with MV libraries/frameworks (we use vue.js and angular)
Experience with style guides / component libraries
Experience with writing JavaScript unit tests
Experience with task runners (we use Grunt)
Experience with ES6 (we use Babel)

Some perks of working for Pepper.com are:

Any tech equipment/gadgets you want
Flexible working hours and possibility to work remotely
Awesome team of passionate developers to work with
Great office on Torstr. (close to Rosenthaler Platz) in the heart of the startup scene in Berlin
Monthly “Hack” days for learning new technologies and skills
We also offer a very competitive compensation package, as well as relocation assistance (if required)

Are you the person we are looking for?
We’re looking forward to receiving your application including a compelling motivation letter and a clearly arranged CV.
","[26, 27, 4029]"
76607,2017-11-06T14:04:31,2017-11-06T14:04:31,Senior Software Developer,Talon.One,senior-software-developer-talon-one,http://berlinstartupjobs.com/engineering/senior-software-developer-talon-one/,"About the company:
Talon.One is a young startup building a Promotion Engine as a service for business clients. Our core product is a platform that integrates with our clients’ systems via public APIs and automates all kinds of promotional marketing campaigns (using discounts, coupon codes, loyalty and referral programs). Marketers manage their promotions via our web app, while developers can customize the platform with webhook integrations, custom events, and even writing code in our specialized lisp dialect Talang.
We pride ourselves on being the first company to build a holistic solution in the field of promotion management.
About the team:
Our development team consists of specialists in frontend, backend, QA, etc, but we work to avoid “separation of concerns” on a team level and give everybody insight and hands-on experience of what everyone else is doing. We believe strongly in opening opportunities for junior developers to be mentored and grow their skills. We are working to make Talon.One an inclusive workplace, because we believe it is the right thing to do and because we want to have a positive impact on the entire tech industry.
What we are looking for:
Currently, we are searching for several senior developers to join our team.
We look for the following qualities in any team member:

A full-stack attitude. Everybody has their strengths, but no piece of the project stands alone. A willingness to learn about and contribute to the whole stack is essential.
Empathy for your customers and your colleagues.
A team-first attitude. As a group we strive to leave egos at home.
Willingness to contribute to an inclusive and diverse team and foster open communication.

As this is a senior position, we are also looking for the following:

Expertise. In-depth knowledge of at least one relevant area (e.g. frontend web development, REST APIs, etc), and some exposure to full gamut of web development.
Mentoring. You share knowledge and educate in a supportive way.
Big-picture thinking. You collaborate with non-developers to clarify requirements and help plan projects, with an eye on the overall impact to the business & product.

What you will do:

Work in a small cross-functional team.
Collaborate with the team and customer representatives to plan projects.
Write code and review code written by others.
Ensure that quality standards are maintained.
Advise team members in their day-to-day coding tasks as well as with overall architectural decisions.
Mentor others, both junior developers on their learning paths and more experienced developers who are interested in learning about new fields.

What we bring to the table:

A friendly supportive team.
A lovely office in Kreuzberg.
A flexible work-from-home policy.
A workplace culture that values transparency & autonomous decision making.

About the technology:

Our tech stack from the bottom up:
Google Cloud Platform (Container Engine)
PostgreSQL
Go for our API & rule engine (“golang” for the search engines)
TypeScript, React, Redux and CSS modules for our web application
Ruby/Capybara for automated end-to-end testing
Other odds & ends in JavaScript and shell script

","[17, 21, 27, 98, 1599, 1746, 1924, 1999, 2116, 2983, 4659, 5014, 14115]"
76602,2017-11-06T14:03:56,2017-11-06T14:03:56,Frontend/UX Developer,Talon.One,frontendux-developer-talon-one,http://berlinstartupjobs.com/engineering/frontendux-developer-talon-one/,"Do you want to work full-time with React, Redux, Webpack and Typescript? Join our frontend team and help build and maintain a complex web app that serves as the user interface to our powerful business rule engine, built around our custom Lisp flavor “Talang”.
We offer competitive salaries, flexible working hours and an ergonomic work environment in our office in the center of Berlin Kreuzberg, including fresh fruit and drinks and the opportunity to make a difference in a new company.
If you have no prior React experience but some other relevant frontend development background (Angular, Ember, but also native GUI apps in Objective-C, Java or .NET) and you are a motivated autodidact, feel free to apply.
Responsibilities

Develop and maintain our React-based web frontend, written completely in Typescript
Assist our Product team in finding solutions, fleshing out features, and giving technical feedback
Develop visual and functional designs for UI components within the constraints of the extisting application.
Write tests and documentation and peer-review code in a CD/CI process powered by Git, Drone and Kubernetes
Identify new technologies that can improve our stack and development process

Desired background

Software development experience in the web platform and/or native GUI environments
Knowledge of CSS and Browser APIs
Familiarity with, or an interest in functional programming concepts
Familiarity with or interest in strictly typed programming languages (Typescript)
Basic knowledge of “REST”-like APIs and related concepts
Ability to work creatively and constructively in a team
Ability to communicate effectively and clearly in written English
Bonuses: Browser automation with Selenium webdriver, ability to find your way around NodeJS scripts, especially configuration files for webpack, babel, eslint, full-stack experience or curiosity

To apply, please send your CV and Work Samples (i.e. open source projects/contributions) to us.
","[17, 27, 102, 323, 467, 891, 1816, 4399, 5014]"
76573,2017-11-06T13:20:00,2017-11-06T11:22:06,Customer Integration Engineer,Talon.One,customer-integration-engineer-talon-one,http://berlinstartupjobs.com/engineering/customer-integration-engineer-talon-one/,"You love solving complex problems, collaborating with all departments and explaining a sophisticated technical product. You are curious, analytical and detail-oriented. Sound like you?
We are searching for an enthusiastic and technically minded integration specialist to join our team in Berlin. This is a fantastic opportunity to join a market-leader who has built the world’s most powerful API-based Promotion Engine.
Who we are:
At Talon.One our mission is to empower marketers to build sophisticated marketing campaigns without relying on development resources.
Our core product is a platform that integrates with our customer’s systems via public APIs and automates dynamic promotional marketing campaigns.
Developers can customize the platform with webhook integrations, custom events, and write code in our specialized Lisp dialect Talang, while marketers manage their promotions via our web app.
What will you be doing?

As our Customer Integration Engineer, you are responsible for helping customer systems connect to our REST API
You will provide hands-on technical support for all customers to ensure a successful integration
You will play a valuable role in product demos and explaining our solution
You will translate customer feedback, suggest feature enhancements, help shape the product and play an important role in the future of Talon.one
You will implement the customer feedback as part of the development team
You will create and maintain technical documentation, aimed at external IT audiences
You will work closely and collaborate with all our teams

What skills should you have?

Experience working with APIs and implementing/integrating various products
Great ability to explain complex topics in a helpful and clear manner
You are a hands-on problem-solver, a technical thinker and product enthusiast
You have excellent verbal, written and listening communication skills
You are empathic and will develop strong relationships with clients/partners
You are self-motivated and willing to take on responsibility in a growing company
Basic German is considered a plus

What we offer:

Our office is located in Kreuzberg in the heart of Berlin
A workplace culture that values communication, diversity, and inclusion
A flexible work-from-home policy
Fresh fruits, snacks, and drinks

Please send us a motivational letter with your CV and we will get back to as quickly as we can!
","[934, 1808, 1816, 1882, 1980, 1984, 4039, 18365, 21401, 21402]"
76295,2017-11-06T09:44:20,2017-11-03T18:34:25,"Trainee, Account Management Partnerships",crobo GmbH,trainee-account-management-partnerships-crobo-gmbh,http://berlinstartupjobs.com/engineering/trainee-account-management-partnerships-crobo-gmbh/,"Crobo (part of the Covus Group) is a rapidly growing ad tech company in the mobile advertising space. Crobo has delivered millions of installs every month for leading mobile advertisers around the globe such as Uber, EA, Zynga, Tokopedia, Netmarble and Ticket Master. Crobo boosts a supply side DNA with a proprietary and highly scalable RTB technology that is currently serving over 50 Billion impressions/month on its platform.
The company is international and diverse representing over 30 nationalities operating out of their beautifully designed Berlin HQ with its tech campus attached next to it. The vision is to become the global leader in mobile ad tech and the next unicorn out of Berlin.
Ready to embark on this journey with us? Join us as a Trainee for Account Management, Partnerships in our Berlin office.
The Partnership Team
Crobo’s Partnership team focus on acquiring mobile users at global scale for advertisers on our partnership platforms.
You’re the right person for the role if you can:

Create, optimize and manage mobile advertising campaigns meeting business requirements and partner KPI´s.
Become a product champion for our products and solutions by understanding the Crobo Value Proposition and staying updated on the latest trends.
Up- and cross sell to our existing partnership base by utilizing your communication and negotiation skills.
Build strong relationships with our partners and grow a portfolio of partners.
Manage all operational activities, boring as well as exciting tasks, for your key partnerships to solve key problems and seize the immediate opportunities.
Speak fluent English and preferably one additional language.

Crobo is the perfect company for you if you want to:

Embark on a new career path with outstanding learning and development opportunities.
Be part of one of the most ambitious companies in the successful mobile ad tech scene.
Work for a company that is an equal-opportunities employer; with great diversity among its staff.
Take on a lot of responsibilities and lead your own projects and work with colleagues in a bottom-line driven environment where everybody supports each other.
Work in a very aspirational and fun climate with regular team events and team building activities.

Does this sound interesting to you? Please apply using the following link: https://covus-jobs.personio.de/job/42386?_pc=1583#apply
We are looking forward to hearing from you!
","[662, 1124, 1694]"
76293,2017-11-06T09:12:15,2017-11-03T18:32:18,Data Engineer (m/f),Erento GmbH,data-engineer-mf-erento-gmbh,http://berlinstartupjobs.com/engineering/data-engineer-mf-erento-gmbh/,"Welcome to Erento, Europe’s largest online rental marketplace. Our core mission is to make renting easier than buying! With over 14 years of online experience, our highest priorities are growth, innovation and learning. We’re an ambitious and multicultural team of 40+ people and over 20 nationalities. We pride ourselves on dynamism and modern working culture, and believe in giving real responsibility and opportunities to grow from day one.
We are looking for a Data Engineer (m/f) to join our team and to help taking our marketplace platform to the next level!
These are your responsibilities

Build ETL pipelines in Python to extract data from various data sources including external APIs, parse, clean, and load into optimised database tables
Design high-performance database schemas and optimise SQL queries
Investigate data problems and identify patterns
Draw inferences and conclusions, communicate results through reports, charts, or tables
Work closely with business stakeholders for reporting, data analysis, and ad-hoc data investigations

This is you

You have 2+ years relevant experience in Data Engineering
You are a pro in Python programming
You are an expert in SQL and database design and bring a good knowledge of data structures, algorithms, and statistics
You have experience with

Redshift, AWS, Google BigQuery
cloud technologies such as S3, Hive/Hadoop is a plus
building ETL pipelines
the workflow management tool Airflow
Unix shell scripting


You have an analytical mind and bake your decisions with data
You are interested in working on Machine Learning models and applications
You are fluent in English (both spoken and written) and a strong communicator

What we offer you

International colleagues and a great work environment
Challenges and room for professional and personal development
Responsibilities from day one and flat hierarchies
Flexible working hours
Regular company-wide sport events and a rooftop terrace (with BBQ)
Drinks, Fruits and a nice office in the heart of Kreuzberg, Berlin

You see a match here and would like to join the Erento team? We are looking forward to you application!! Please apply here : http://smrtr.io/SinNOA
","[21, 65, 3334, 3563]"
76269,2017-11-03T16:14:28,2017-11-03T16:14:28,Full Stack Entwickler m/w (Vollzeit),flowkey GmbH,full-stack-entwickler-mw-vollzeit-flowkey-gmbh,http://berlinstartupjobs.com/engineering/full-stack-entwickler-mw-vollzeit-flowkey-gmbh/,"Wer wir sind
Millionen von Menschen träumen davon, ein Instrument zu spielen. Wir haben es uns zum Ziel gesetzt, Produkte zu entwickeln, mit denen sich jeder Mensch diesen Traum erfüllen kann.
Unser erstes Produkt wurde Anfang 2015 gelauncht und entwickelte sich schnell zu einer der erfolgreichsten Apps zum Klavier lernen – mit hunderttausenden Nutzern auf iOS, Android und im Web.

Was dich erwartet
Jeder Mensch lernt mit einem anderen Ziel ein Instrument und bringt unterschiedliches Vorwissen mit. Die spannende Herausforderung für dich als Entwickler ist, durch neue technische Lösungen und innovative Produktbestandteile ein einfaches Lernerlebnis für Hunderttausende Klavierspieler zu schaffen.
Du wirst dafür mit den modernsten Software Stack wie React Native, React, GraphQL, node.js und Meteor arbeiten und gemeinsam mit uns mit neuen Tools experimentieren und Open-Source lösungen mitentwickeln.
Deine Fähigkeiten

Exzellente Fähigkeiten als Web Entwickler
Exzellente Erfahrung mit JavaScript (ES6/7)
Leidenschaft für Produkte, Design und UX
Sehr gute Deutsch- und Englischkenntnisse

Du möchtest uns wirklich beeindrucken?

Du hast Erfahrung mit React
Du interessierst dich für machine learning || signal-processing
Du hast schon einmal in Swift programmiert
Du spielst selbst ein Instrument
Du liebst es dich weiterzuentwickeln und zu lernen

So bewirbst du dich
Bitte sende uns deine Bewerbung / Link zu deinem GitHub Account mit Referenzen an jobs@flowkey.com.
Wir freuen uns, dich kennenzulernen!
","[28, 278, 323, 4659, 20502]"
