job_id,published_on,updated_on,role,company,slug,link,description,tags
77891,2017-11-09T14:40:27,2017-11-09T11:58:16,Senior Java Engineer (m/f) &#8211; Music App,Storecast GmbH,senior-java-engineer-mf-music-app-storecast-gmbh,http://berlinstartupjobs.com/engineering/senior-java-engineer-mf-music-app-storecast-gmbh/,"Since 2004 Storecast has been developing a wide range of digital sales tools for Media Markt and other software solutions for retail customers from all over Europe. Currently, the company employs 80 qualified, ambitious and fun loving professionals. We are not only looking for a new employee with skills that fit our tech stack, but also for an agile-minded team player to join our Storecast family in Berlin. We value your passion to discover, invent, simplify and work together with open-minded people who are focused on sharing their knowledge and building great products.
We are developing a next generation multimedia platform (JUKE!). As a new member of our international team, you will build new features and improve existing ones using a cross-platform technical stack. We are dedicated to our clients and are aiming to bring them the best possible user experience.
Responsibilities

You will develop a public API that mainly allows multimedia content to be:
imported and normalized by different providers with different formats
presented to users and managed by Shop Managers
searched and found by everyone
purchased (checkout, taxes, payment, vouchers, and other processes)
delivered to the user’s devices (fulfillment)

Your background

Minimum of 4 years of relevant working experience
Agile mindset, use it on a daily basis, and think/act like Uncle Bob has described in “The Clean Coder”
Writing different types of automated regression tests just feels totally natural to you
Crafting the product by putting your clean code knowledge to work
Measuring the quality of the code
Excellent OO programming and design skills, sound knowledge of functional-style programming
Experience with designing, implementing and evolving APIs
Very good knowledge of Java SE 8 and enterprise development, using either Java EE 7 (JPA, JMS, Servlet) or the Spring Framework
Experience with JBoss WildFly 9 and Oracle DB
Experience with NoSQL databases, e.g. Elasticsearch is a plus
Knowledge of Vaadin (uah!) will be a plus
Fluent in English (it’s our corporate language)
Team player and willing to work with agile procedures, preferably with Scrum experience

What are the benefits of Storecast?

Comfortable offices in Berlin-Mitte & Hamburg-Ahrensburg
Equipment and hardware of your choice, including height adjustable desks
Individual, free German classes in our office for foreigners
Regular team and off-site events
Free drinks, coffee and snacks + wide variety of subsidised lunch options
Flexible working and option to work from home occasionally
Opportunity to make great ideas come to life!

","[58, 194, 5482, 5980, 15981]"
77890,2017-11-09T14:30:23,2017-11-09T11:57:41,Data Science Engineer,bonify,data-science-engineer-bonify,http://berlinstartupjobs.com/engineering/data-science-engineer-bonify/,"We democratize finance & credit scoring in Europe. Wanna help? Join our amazing team in Berlin as a Data Science Engineer!
Bonify is a venture backed Berlin based FinTech-Start-up enabling users to benefit from their credit scoring and financial data. Bonify gives user free & easy access to their credit score.
Founded in 2015 by employees of McKinsey and Zalando, bonify has received significant funding from internationally leading VCs and successful entrepreneurs.
Your Task
Your role will include:

Working on the core of our solution that will optimize our users’ personal finances – our microservice data analytics
Building algorithmic solutions to hard problems to enable bonify to deliver insight for our users, in real time!
Analyzing data for trends, patterns and helping to build new products

What we are looking for
You have the following skill set to complement our team:

Passion for data modelling, optimization and strong analytical ability
Very solid knowledge of Python with a minimum of 2 years’ working experience. Knowledge of packages such as TensorFlow, pandas, keras, scikit-learn, numpy, pymongo, rabbitpy is a plus.
Knowledge of noSQL-databases (e.g. MongoDB)
Experience with JSON, XML, RabbitMQ
Nice to have: past exposure to microservices, AWS, Jenkins and Apache Spark
Working experience with large data sets and exposure to big data challenges
Pragmatism and problem solving ability

What we offer

Our goal is to develop our employees
International exposure and very collaborative in an interdisciplinary environment
Work with engineers, economists, marketing specialists, and designers
Coaching and mentoring
Building products that are used by hundreds of thousands of customers
Central Berlin offices in the heart of trendy Kreuzberg
Learning opportunities including ‘build what you want Fridays’

","[1514, 3334]"
77913,2017-11-09T14:24:36,2017-11-09T14:24:36,Senior Ruby Developer,volders,senior-ruby-developer-volders,http://berlinstartupjobs.com/engineering/senior-ruby-developer-volders/,"As a Senior Ruby Developer at volders, you’ll be responsible for planning, building and deploying our Ruby and Elixir projects multiple times a day. You will join a team of senior developers, where you’ll have the chance to share your experience and also learn from others.
You’ll own what you build, making technical decisions and applying the best practices to every piece of code and infrastructure.

About you

Professional experience using Ruby
The desire to learn Elixir
Experience with relational databases (MySQL or PostgreSQL)
BDD/TDD
A great devotion to quality
Enjoy working in an informal, collaborative and ego-free environment
Likes to do pair-programming

Bonus if you have…

A personal side-project
Experience with Javascript + HTML/CSS
Interest on Infrastructure as code (Packer and Terraform)
Experience with AWS

What you’ll get at volders

A competitive salary
Apple equipment
The chance to impact thousands of people with your work
Conference and educational budget
Public transport subsidy
Regular team events (BBQ, Yoga, Dodgeball, etc)
Monthly brown-bag lunches (sponsored lunches + tech talks)
Free snacks, fruits and drinks
30sqm rooftop-terrace in Kreuzberg
A healthy work-life balance

About Volders
Volders has become a must-have solution for managing contracts with more than half-million users in Germany. Jan Hendrik Ansink (CEO), a Harvard-Alumnus, founded the company in 2014. Elvio Vicosa (CTO) is a full-stack developer, experienced on technology strategy and product delivery.
Successful founders such as Kai Hansen (Lieferando), Felix Jahn (Home24) and popular VCs (Mountain Partners) support Volders.
","[98, 5871]"
77887,2017-11-09T14:10:17,2017-11-09T11:52:44,"Senior Full-stack Developer (Java/Node.js), Fast Integration Team",GoEuro,senior-full-stack-developer-javanode-js-fast-integration-team-goeuro,http://berlinstartupjobs.com/engineering/senior-full-stack-developer-javanode-js-fast-integration-team-goeuro/,"We are searching for a passionate Senior Full-Stack Engineer who’s a strong team player with a hands-on attitude to join our Fast Integration Team.
About GoEuro
Driven by our team of over 200 people from more than 40 different countries, GoEuro is changing the way we travel across Europe. With GoEuro you can compare and book trains, buses and flights to anywhere in Europe with one simple search, on mobile, app or desktop. By offering transparent pricing and easy booking, GoEuro makes travel planning simple, flexible and personal.
With over 500 European transportation partners across 12 countries, GoEuro is one of Europe’s fastest growing travel companies backed by 15 million monthly visits and the world’s leading tech investors.
As a Senior Full-Stack Engineer for the Fast Integration Team at GoEuro you will…
… revolutionize the way we integrate transport companies. Join our new project team to drive this idea and become part of a Startup in a Startup. Be able to create something new and reliable, connected to an established architecture.
The following tasks are waiting for you:

Design and build a new provider platform to quickly and easily onboard new transportation companies.
Use kubernetes to deploy and manage your services.
Work on high performance services that handle all communications with our partners.
Help junior engineers to grow and demonstrate passion for your team and work.

Can you develop production level code in your sleep? Do you care about solid engineering practices and love to share your knowledge within a talented team? Fantastic!
In addition, we would love you to have:

Solid years of experience developing backend applications (Node.js & Java), frontends and toolings in an agile environment.
Experience in at least 2 programming languages.
Proficiency in systems architecture.
Experience in cloud infrastructure and container technology.
Excellent written and oral communication skills, ability to work in a team.
Excellent English language skills, German is not required..
An open mind and eagerness to learn new things.

What can you expect from joining GoEuro?

An office in the centre of Berlin’s thriving startup scene.
Flat hierarchies and everyday opportunities to learn, grow and develop.
A diverse team of over 40 nationalities.
Free lunches, yoga, German lessons and more.
Competitive compensation and relocation support.

Are you the exceptional Full-Stack Engineer we are looking for?
We’re excited to receive your application!
","[470, 16969]"
77886,2017-11-09T14:02:14,2017-11-09T11:52:20,CTO/Tech Lead (m/w),ucair,ctotech-lead-mw-ucair,http://berlinstartupjobs.com/engineering/ctotech-lead-mw-ucair/,"ucair is the platform for simple, fast and transparent inspections of photovoltaic plants – from the air. Using a network of more than 45 drone pilots across Germany, Italy and the Czech Republic to collect the radiometric data, ucair creates a transparent report, indicating the status of the customer’s PV plant and what he needs to do in order to realize the maximum yield. ucair was founded in March 2017 with the vision to create a world where not a single sun ray is wasted because of unmaintained solar cells.
To realize this, we are now looking for a CTO/Tech Lead to build a scalable infrastructure, to research and develop the best suited technology stack for our service and to progress on our way to becoming an AI- and data-focused tech company.
Your Key Tasks:

Develop initial software applications to optimize our processes as a basis for our platform
Select and manage external partners and freelancers
Research and deploy the best suited technology stack for our business
(Learn to) build and apply machine learning algorithms to automate our data analysis processes
Build up our internal software development and data science team

Your Profile:

​You’re driven to understand and translate business problems into data and tech solutions
You have hands-on experience working as a software developer
You’ve selected and managed external partners and freelancers
You have basic knowledge and experience in data science and machine learning and are keen to learn more
You’ve set up and managed servers and storage capacity, code testing and deployment, particularly in Cloud environments
You have gained first experience in building a software development team
You’re pragmatic, hands-on and independent in the approach to your work and have a hacker-DNA – because awesome stuff is often built after hours.

What we offer:

Help to reward those people that invested in a green energy future by making every single sun ray count – for them and for the world!
Work on, learn and solve a variety of challenges, ranging from process automation and optimization to complex machine learning and computer vision problems.
Take chance to architect and design our software infrastructure and our software development team from scratch.
Become part of a small but vibrant and motivated team, striving to become the market leader in photovoltaic inspection.
Competitive pay and a fixed base in Berlin – so you can concentrate on what you do best and we take care of the rest.

If you are thrilled about this outlook, we’d love to get to know you. To do so, send us your resume, github profile, earliest starting date and salary expectations to jobs@ucair.de. Please also apply if you cannot tick all the boxes; for us, the willingness and ability to learn together is what matters most.
Contact: Marian Krüger
","[893, 1806, 2534, 2598, 17442]"
77872,2017-11-09T13:43:10,2017-11-09T11:50:42,Senior Backend Developer,Grover,senior-backend-developer-grover,http://berlinstartupjobs.com/engineering/senior-backend-developer-grover/,"Through us, you can subscribe to the latest tech instead of buying, and give things back at any time. We’re on a mission to reinvent consumption, go easier on the world’s resources, and make innovative tech products accessible to everyone. As our community is growing every day, we’re now looking for Senior Frontend Developers
Your Role:

Develop and maintain a platform roadmap
Create new awesome features in the existing RoR applications
Improve current infrastructure and introduce new microservices
Customize the system in order to meet the business needs of the company
Assist with deployment and provisioning activities

Your Profile:

3-5 years professional experience working on large-scale web applications
Strong knowledge in Ruby, Rails, PostgreSQL
Experience with Elasticsearch
Test-driven mindset
You are ready to experiment with latest technologies
You are passionate about clean code and OO programming
You are a great team player
You have excellent communications skills in English
Any front-end experience is a plus
Experience with any other programming languages like Node.js, Elixir, Go is a plus
Experience with AWS, Docker , Chef is a plus
Participating in open- source projects is a plus
What we offer you:
Entrepreneurial responsibility and no-hierarchy approach
Ownership of your work
Chance to shape the future of Grover
Fun at work
Open minded variety of nationalities
Fresh Fruit
Drinks

About us: 
Want to work with a very effective team, and help us change the world of consumption? Then you’re in the right place. At Grover, we value entrepreneurship, intelligence, and speed in everything we do. We’re a team of 40 creative minds, from more than 16 countries – which means our aims, beliefs, and ways of working are influenced by many different perspectives. In our HQ, in Berlin Mitte, there’s no room for hierarchy, and plenty of space for fun, collaboration, and rethinking the way the world does things.
","[72, 98, 104, 1588]"
77865,2017-11-09T13:40:07,2017-11-09T11:50:23,Senior Frontend Developer,Grover,senior-frontend-developer-grover,http://berlinstartupjobs.com/engineering/senior-frontend-developer-grover/,"Through us, you can subscribe to the latest tech instead of buying, and give things back at any time. We’re on a mission to reinvent consumption, go easier on the world’s resources, and make innovative tech products accessible to everyone. As our community is growing every day, we’re now looking for Senior Frontend Developers
Your Role:

Develop and maintain a platform roadmap
Create new awesome features in the existing React.js applications
Customize the system in order to meet the business needs of the company
Assist with deployment and provisioning activities

Your Profile:

3-5 years professional experience working on a large-scale web applications
Strong knowledge in native JavaScript (ES2015) including best practices and testing frameworks
Git, CSS3, HTML5, SASS
Your are experienced with React, Redux (Mobx, RxJS), Webpack, Babel
You are ready to experiment with the latest technologies
You are passionate about clean code and functional programming
You are able to write modular and scalable code
Any back-end experience is a plus
You are a great team player
You have excellent communications skills in English
Participating in open-source projects is a plus

What we offer you:

Entrepreneurial responsibility and no-hierarchy approach
Ownership of your work
Chance to shape the future of Grover
Fun at work
Open minded variety of nationalities
Fresh Fruit
Drinks

About us: 
Want to work with a very effective team, and help us change the world of consumption? Then you’re in the right place. At Grover, we value entrepreneurship, intelligence, and speed in everything we do. We’re a team of 40 creative minds, from more than 16 countries – which means our aims, beliefs, and ways of working are influenced by many different perspectives. In our HQ, in Berlin Mitte, there’s no room for hierarchy, and plenty of space for fun, collaboration, and rethinking the way the world does things.
","[26, 133, 203, 2431]"
77864,2017-11-09T13:33:06,2017-11-09T11:50:03,DevOps Engineer (f/m),Fraugster Ltd.,devops-engineer-fm-fraugster-ltd,http://berlinstartupjobs.com/engineering/devops-engineer-fm-fraugster-ltd/,"About Fraugster:
Fraugster is a German-Israeli payment security company with the goal of eliminating fraud and increasing our customers’ profits. Over the last two years we’ve invented an artificial intelligence technology that combines human-like accuracy with machine scalability. This ability lets us foresee fraudulent attacks before they actually happen and gives us a distinct competitive advantage over every other player in the payment security space.
We’re already working with some of the most well-known payment and e-commerce companies in the world. Notable clients include companies like Ingenico, Wirecard and Credorax. Fraugster is backed by top tier investors and is currently managing billions of Euros for our clients.
Job Description:
We’re looking for a Senior DevOps Engineer (f/m) who will assist in building a multi-host, multi-datacenter and multi-tenant application for real-time fraud detection.
Your tasks include, but are not limited to:

Building tools that contribute to the core product
Troubleshooting our high availability system
Working with diagnostic tools
Potential programming tasks
Automation of operations
Improving our infrastructure
Building our operational playbook
Establishing processes
Debugging and automating as well as monitoring operations

Skills & Requirements:

You have at least 4 years of experience in relevant SRE/DevOps engineering roles
Experienced with Docker in production – strong understanding of the internals & challenges
Deep Linux knowledge – security, file systems, networking, system libraries
Strong, language-agnostic coding skills are a big plus – the desire to learn coding a must
You love automation and scripting with Python
Past experience in monitoring, performance optimization
Exposure to and understanding of CI/CD
Working knowledge of TCP/IP, DNS, SSL, IPTables, Git
Up to date knowledge of the industry and a general interest in modern tech
Familiarity with Kubernetes, Ansible, NGINX or Prometheus are a big plus
Business fluent in spoken and written English

What we offer:

A dynamic, highly motivated and international team with flat hierarchies
An opportunity to work with technology that has been built from scratch in Golang, and a product that is a high availability system with thousands of requests per second
Hands on experience in building a product that’s revolutionizing ecommerce
A modern stack and challenging technical work
Your own projects
A competitive salary
Regular team events and a nice office in Berlin.

We are looking forward to receiving your application
","[52, 1502, 2698, 5482, 14739, 16544, 17116, 18375, 19224, 19360, 20500]"
77583,2017-11-09T13:06:58,2017-11-09T11:42:44,# Erfahrener Data Engineer (w/m) im FinTech,Europace,erfahrener-data-engineer-wm-im-fintech-europace,http://berlinstartupjobs.com/engineering/erfahrener-data-engineer-wm-im-fintech-europace/,"## Du hast Spaß an, …

*Daten* und was man damit machen kann
*Cloud*-basierten, serverlosen Daten-Architekturen und deren automatisiertem Betrieb
*Feature*-Erstellung von datenbasierenden Services
der Mitarbeit in einem *selbstorganisierten Team* um die Vision eines datengetriebenen Unternehmens zu realisieren
Themen des *FinTech* Umfelds

## Was dich bei uns erwartet?

*Freiraum*: Raum zum Gestalten und Wirken. Technisch, fachlich oder auch organisatorisch
*Cross-Funktionale Teamarbeit*: Engineers, Domain Experts und Data Scientists erarbeiten gemeinsam Lösungen
*Flexibilität*: Arbeitszeit, Ort, Urlaub sind im Team flexibel Selbstorganisation: Wir organisieren uns soziokratisch und bringen Denken und Handeln zusammen.
*Agile*: Viele reden von Agile, doch es zu leben schaffen wenige. Persönliche Entwicklung: Ist in unserem Umfeld ein Voraussetzung die wir entsprechend unterstützen und kein Benefit.
*Respekt*: Gegenseitiger Respekt und Wertschätzung und ein hohes Maß an sozialer Kompetenz
*Familienfreundlichkeit*: Ist die Betreuung deines Kindes nicht möglich, kannst du neben Home Office gerne auch unser Kids-Office nutzen.

## Was tun wir?

*Hidden Champion*: Die Europace AG ist ein Tochterunternehmen der Hypoport Gruppe. Wir sind seit über zehn Jahren erfolgreich und haben den Finanzierungsmarkt revolutioniert. Mit unseren Transaktionsvolumen von über 4 Mrd. Euro im Monat und einem Wachstum, das deutlich über dem Markt liegt, schreiben wir gerne mit dir unsere Erfolgsstory fort.
*FinTech*: Wir sind Deutschlands größter Finanzmarktplatz für Immobilienfinanzierungen, Bausparprodukte und Privatkredite. Wir gestalten und bewegen Märkte und befinden uns auf einer stetigen Mission für den Verbraucher.
*B2B2C*: Wir sind B2B und denken B2C. Wir bringen Banken und Vertriebe zusammen, um für den Verbraucher den einfachsten Zugang zu den besten Finanzierungen zu schaffen.

## Die Basis unserer Datenprodukte ist …

Python, Java, Scala, Shell, Spark, AWS Services, Serverless , Redshift, Qlik , JetBrains TeamCity, Docker, SQL, NoSql, DevOps

## Und jetzt?
Wenn du dich angesprochen fühlst, freuen wir uns, dich kennen zu lernen!
## Dein Ansprechpartner
Justus Breitmeier
People & Organisation Partner
Tel. +49 30/ 42086 1917
Hypoport AG | Europace AG
","[21, 58, 60, 65, 201, 1502, 3334, 3563, 5482, 20865, 21446, 21447, 21448]"
77620,2017-11-09T09:28:33,2017-11-08T17:10:12,Senior PHP Developer (m/f),DCMN,senior-php-developer-mf-dcmn,http://berlinstartupjobs.com/engineering/senior-php-developer-mf-dcmn/,"About DCMN
Our approach is simple, yet unique: We develop and execute individual growth marketing strategies that combine creativity and media with ROI-optimization technology to help our clients scale fast and internationally. We are the perfect partner for your performance marketing. From strategy to creation and production, to media planning and buying, to ROI-based optimization, all based on our own technology. We work on all media channels – across TV, radio, out-of-home, online, mobile and print.
DCMN has its headquarters in Berlin and offices located in Munich, New York, London, Bangalore, Paris and Cape Town.
We’re currently a ~25 person tech team deploying three products across a mix of bare metal and AWS infrastructure. We are looking for a strong PHP Developer to join our Berlin based team.
Requirements

Proficient in PHP 7 and the Zend ecosystem
Deep understanding of MySQL
Fluent in at least one other programming language
Experience in building scalable, purely RESTful APIs
Write clean, modular and testable code accompanied with proper, meaningful tests
Configure CI pipelines for your code
Experience with AWS, Linux hosts and docker containers, as well as an eye for DevOps
Proven experience on complex systems with many moving components
A degree in Computer Science, Software Engineering, or relevant experience
Python and Spark knowledge is a big plus

Your responsibilities

Work on our tracking and analysis technology for TV campaigns and additional marketing channels
Be part of an international team of rockstar passionate engineers
Build a variety of client-server API’s from the ground up
Collaborate with DevOps to ensure that all applications are scalable and robust
Effectively communicate and evangelize technical solutions and strategies
Mentor younger engineers

What’s in it for you?

Work in a dynamic, experienced team of outstanding developers
Be a part of an elite international team – we have 30 nationalities!
Working with the latest technologies
Take full responsibility from day one
Home-office and remote work friendly, matched with flexible working hours.
We’re not cheap, you’ll get a nice screen or two
Free language courses, pilates classes and massages during and outside work time
We live work/life balance (!)
A recently remodelled and trendy office in a building with other great digital companies in one of the hottest neighbourhoods in Berlin,
A competitive compensation and an incentive plan that rocks when you rock

Interested? Does this job description sound perfect for you? We’d love to hear from you. Please send us your CV along with relevant documents and your earliest possible starting date. Don’t hesitate to contact us if you have any questions. Your contact person is Theresa Jasaraj.
","[18, 25, 52, 65, 204, 380, 3079, 21449, 21450]"
